,Adjusted P-value,Combined Score,Gene_set,Genes,Odds Ratio,Old Adjusted P-value,Old P-value,Overlap,P-value,Term
0,0.003439640826890586,10404.328990577696,Reactome_2016,JUN;FOS,800.0,0,0,2/10,2.248131259405612e-06,Activation of the AP-1 family of transcription factors_Homo sapiens_R-HSA-450341
1,0.016592118973284206,2863.6542108869926,Reactome_2016,JUN;FOS,266.6666666666667,0,0,2/30,2.168904440952184e-05,MAPK targets/ Nuclear events mediated by MAP kinases_Homo sapiens_R-HSA-450282
2,0.04487411782436237,1245.1073088793773,Reactome_2016,JUN;FOS,133.33333333333334,0,0,2/60,8.798846632227916e-05,MAP kinase activation in TLR cascade_Homo sapiens_R-HSA-450294
3,0.03479298092056225,1220.3368214422305,Reactome_2016,JUN;FOS,131.14754098360658,0,0,2/61,9.096204162238498e-05,TP53 Regulates Transcription of DNA Repair Genes_Homo sapiens_R-HSA-6796648
4,0.03883417416483552,996.8933049464357,Reactome_2016,JUN;FOS,111.11111111111109,0,0,2/72,0.0001269090658981553,TRAF6 Mediated Induction of proinflammatory cytokines_Homo sapiens_R-HSA-168180
5,0.03702791183561797,918.1659035800225,Reactome_2016,JUN;FOS,103.8961038961039,0,0,2/77,0.00014520749739458026,Senescence-Associated Secretory Phenotype (SASP)_Homo sapiens_R-HSA-2559582
6,0.036004753382401875,849.8748464559459,Reactome_2016,JUN;FOS,97.56097560975608,0,0,2/82,0.00016472762985412622,Toll Like Receptor 10 (TLR10) Cascade_Homo sapiens_R-HSA-168142
7,0.03150415920960164,849.8748464559459,Reactome_2016,JUN;FOS,97.56097560975608,0,0,2/82,0.00016472762985412622,Toll Like Receptor 5 (TLR5) Cascade_Homo sapiens_R-HSA-168176
8,0.028003697075201457,849.8748464559459,Reactome_2016,JUN;FOS,97.56097560975608,0,0,2/82,0.00016472762985412622,MyD88 cascade initiated on plasma membrane_Homo sapiens_R-HSA-975871
9,0.025823048903715083,837.2940471230803,Reactome_2016,JUN;FOS,96.3855421686747,0,0,2/83,0.00016877809740990248,TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation_Homo sapiens_R-HSA-975138
10,0.024622617569646836,813.1028316831308,Reactome_2016,JUN;FOS,94.11764705882351,0,0,2/85,0.00017702535507589228,MyD88 dependent cascade initiated on endosome_Homo sapiens_R-HSA-975155
11,0.022570732772176264,813.1028316831308,Reactome_2016,JUN;FOS,94.11764705882351,0,0,2/85,0.00017702535507589228,Toll Like Receptor 7/8 (TLR7/8) Cascade_Homo sapiens_R-HSA-168181
12,0.022333507186002768,779.0673473424216,Reactome_2016,JUN;FOS,90.9090909090909,0,0,2/88,0.00018976182576342223,Toll Like Receptor 9 (TLR9) Cascade_Homo sapiens_R-HSA-168138
13,0.02217807589625407,747.4827898977318,Reactome_2016,JUN;FOS,87.9120879120879,0,0,2/91,0.00020293664218794572,Oxidative Stress Induced Senescence_Homo sapiens_R-HSA-2559580
14,0.021157410052495516,737.4554687863347,Reactome_2016,JUN;FOS,86.95652173913044,0,0,2/92,0.00020742558874995603,MyD88:Mal cascade initiated on plasma membrane_Homo sapiens_R-HSA-166058
15,0.019835071924214544,737.4554687863347,Reactome_2016,JUN;FOS,86.95652173913044,0,0,2/92,0.00020742558874995603,Toll Like Receptor TLR1:TLR2 Cascade_Homo sapiens_R-HSA-168179
16,0.01866830298749604,737.4554687863347,Reactome_2016,JUN;FOS,86.95652173913044,0,0,2/92,0.00020742558874995603,Toll Like Receptor TLR6:TLR2 Cascade_Homo sapiens_R-HSA-168188
17,0.017631175043746262,737.4554687863347,Reactome_2016,JUN;FOS,86.95652173913044,0,0,2/92,0.00020742558874995603,Toll Like Receptor 2 (TLR2) Cascade_Homo sapiens_R-HSA-181438
18,0.018569345398766143,690.7073971075624,Reactome_2016,JUN;FOS,82.4742268041237,0,0,2/97,0.0002305997141023247,MyD88-independent TLR3/TLR4 cascade_Homo sapiens_R-HSA-166166
19,0.01764087812882784,690.7073971075624,Reactome_2016,JUN;FOS,82.4742268041237,0,0,2/97,0.0002305997141023247,Toll Like Receptor 3 (TLR3) Cascade_Homo sapiens_R-HSA-168164
20,0.016800836313169372,690.7073971075624,Reactome_2016,JUN;FOS,82.4742268041237,0,0,2/97,0.0002305997141023247,TRIF-mediated TLR3/TLR4 signaling_Homo sapiens_R-HSA-937061
21,0.02137830719629983,577.6685081801343,Reactome_2016,JUN;FOS,71.42857142857143,0,0,2/112,0.0003074004956330694,Activated TLR4 signalling_Homo sapiens_R-HSA-166054
22,0.0242570124651056,519.1198903632709,Reactome_2016,JUN;FOS,65.57377049180329,0,0,2/122,0.000364647899802241,Toll Like Receptor 4 (TLR4) Cascade_Homo sapiens_R-HSA-166016
23,0.03058919508536365,436.6901496115973,Reactome_2016,JUN;FOS,57.14285714285714,0,0,2/140,0.00047983051114295917,Toll-Like Receptors Cascades_Homo sapiens_R-HSA-168898
24,0.038790700309394736,365.89922650172656,Reactome_2016,JUN;FOS,49.68944099378882,0,0,2/161,0.0006338349723757309,Cellular Senescence_Homo sapiens_R-HSA-2559583
