Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2016	Retrograde neurotrophin signalling Homo sapiens R-HSA-177504	1/13	0.00389409648539669	1.0	0	0	256.41025641025647	1422.6393831727814	SH3GL2
Reactome_2016	Serotonin Neurotransmitter Release Cycle Homo sapiens R-HSA-181429	1/18	0.0053884659389882355	1.0	0	0	185.1851851851852	967.3138050006752	SYN2
Reactome_2016	Membrane Trafficking Homo sapiens R-HSA-199991	2/420	0.006240179246641758	1.0	0	0	15.873015873015875	80.58327573952397	NAPB;SH3GL2
Reactome_2016	Dopamine Neurotransmitter Release Cycle Homo sapiens R-HSA-212676	1/23	0.006880968324420164	1.0	0	0	144.92753623188406	721.5936075524634	SYN2
Reactome_2016	Recycling pathway of L1 Homo sapiens R-HSA-437239	1/26	0.0077755741446350465	1.0	0	0	128.20512820512823	622.6625613684754	SH3GL2
Reactome_2016	EGFR downregulation Homo sapiens R-HSA-182971	1/27	0.00807362689081275	1.0	0	0	123.4567901234568	594.9570949153103	SH3GL2
Reactome_2016	Vesicle-mediated transport Homo sapiens R-HSA-5653656	2/492	0.008483436969632906	1.0	0	0	13.550135501355017	64.6292629846702	NAPB;SH3GL2
Reactome_2016	Lysosome Vesicle Biogenesis Homo sapiens R-HSA-432720	1/35	0.01045536525535033	1.0	0	0	95.23809523809523	434.3466676916617	SH3GL2
Reactome_2016	Intra-Golgi traffic Homo sapiens R-HSA-6811438	1/44	0.013129124551655722	1.0	0	0	75.75757575757576	328.2516869936672	NAPB
Reactome_2016	Retrograde transport at the Trans-Golgi-Network Homo sapiens R-HSA-6811440	1/49	0.014611943812165882	1.0	0	0	68.02721088435375	287.4772799576697	NAPB
Reactome_2016	Neurotransmitter Release Cycle Homo sapiens R-HSA-112310	1/51	0.015204551534686512	1.0	0	0	65.35947712418303	273.60525835833687	SYN2
Reactome_2016	Golgi Associated Vesicle Biogenesis Homo sapiens R-HSA-432722	1/54	0.016092906355470643	1.0	0	0	61.7283950617284	254.89979648907948	SH3GL2
Reactome_2016	COPII (Coat Protein 2) Mediated Vesicle Transport Homo sapiens R-HSA-204005	1/68	0.020229739174506017	1.0	0	0	49.01960784313725	191.2059569064088	NAPB
Reactome_2016	trans-Golgi Network Vesicle Budding Homo sapiens R-HSA-199992	1/70	0.020819530478468958	1.0	0	0	47.61904761904761	184.374465119811	SH3GL2
Reactome_2016	Clathrin derived vesicle budding Homo sapiens R-HSA-421837	1/70	0.020819530478468958	1.0	0	0	47.61904761904761	184.374465119811	SH3GL2
Reactome_2016	COPI-mediated anterograde transport Homo sapiens R-HSA-6807878	1/78	0.023175738337888063	1.0	0	0	42.73504273504275	160.88244909391742	NAPB
Reactome_2016	COPI-dependent Golgi-to-ER retrograde traffic Homo sapiens R-HSA-6811434	1/81	0.0240580974265445	1.0	0	0	41.1522633744856	153.38615834427006	NAPB
Reactome_2016	L1CAM interactions Homo sapiens R-HSA-373760	1/96	0.02845993752176572	1.0	0	0	34.72222222222222	123.58534311189965	SH3GL2
Reactome_2016	MHC class II antigen presentation Homo sapiens R-HSA-2132295	1/103	0.030508460755968126	1.0	0	0	32.36245954692557	112.93693307451538	SH3GL2
